expense_id,employee_id,dept,avg_monthly,category,amount,policy_limit,vendor,date,day_of_week,is_weekend,payment_mode,has_receipt,receipt_mismatch,is_duplicate,amount_over_limit,exceed_ratio,amount_vs_avg,recent_submissions,flag_count,flags,is_fraud
EXP-01567,E017,Marketing,9041,Office Supplies,858.84,5000,MakeMyTrip,2025-07-01,1,0,Credit Card,1,0,0,0,0.1718,0.095,5,0,,0
EXP-01568,E018,Finance,3478,Entertainment,3378.49,4000,Dmart,2025-04-27,6,1,Cash,1,0,0,0,0.8446,0.9714,7,1,Weekend Claim,0
EXP-01569,E019,HR,8349,Fuel,2037.07,3000,Flipkart,2025-05-24,5,1,Credit Card,1,0,0,0,0.679,0.244,4,1,Weekend Claim,0
EXP-01570,E020,Sales,5943,Travel,11420.87,15000,Amazon,2025-06-03,1,0,UPI,1,0,0,0,0.7614,1.9217,7,0,,0
EXP-01571,E021,Operations,5461,Fuel,2324.8,3000,Flipkart,2025-05-02,4,0,Debit Card,1,0,0,0,0.7749,0.4257,7,0,,0
EXP-01572,E022,Finance,9989,Travel,17443.14,15000,Amazon,2025-06-01,6,1,Credit Card,0,0,1,1,1.1629,1.7462,19,5,Exceeds Policy Limit|Weekend Claim|Missing Receipt|Duplicate Claim|Unusually Frequent,1
EXP-01573,E023,Sales,8873,Fuel,785.56,3000,Swiggy,2025-04-25,4,0,Credit Card,1,0,0,0,0.2619,0.0885,3,0,,0
EXP-01574,E024,Sales,3981,Fuel,798.44,3000,Uber,2025-05-28,2,0,Cash,1,0,0,0,0.2661,0.2006,1,0,,0
EXP-01575,E025,Operations,5798,Food,1344.2,2000,Swiggy,2025-05-08,3,0,Cash,1,0,0,0,0.6721,0.2318,7,0,,0
EXP-01576,E026,Operations,8439,Fuel,321.46,3000,Amazon,2025-07-12,5,1,Credit Card,1,0,0,0,0.1072,0.0381,7,1,Weekend Claim,0
EXP-01577,E027,Marketing,2337,Travel,5626.57,15000,Dmart,2025-05-12,0,0,Credit Card,1,0,0,0,0.3751,2.4076,3,0,,0
EXP-01578,E028,Sales,8360,Food,1491.85,2000,Flipkart,2025-07-06,6,1,Debit Card,1,0,0,0,0.7459,0.1785,4,1,Weekend Claim,0
EXP-01579,E029,Finance,2492,Entertainment,2919.89,4000,Dmart,2025-05-24,5,1,Cash,1,0,1,0,0.73,1.1717,9,2,Weekend Claim|Duplicate Claim,1
EXP-01580,E030,Marketing,2064,Entertainment,6718.5,4000,Flipkart,2025-07-15,1,0,Cash,1,0,0,1,1.6796,3.2551,19,2,Exceeds Policy Limit|Unusually Frequent,1
EXP-01581,E031,Engineering,7463,Hotel,4618.57,8000,Flipkart,2025-05-17,5,1,Debit Card,1,0,0,0,0.5773,0.6189,2,1,Weekend Claim,0
EXP-01582,E032,HR,7618,Food,625.19,2000,Dmart,2025-06-27,4,0,UPI,1,0,0,0,0.3126,0.0821,6,0,,0
EXP-01583,E033,HR,6514,Office Supplies,630.5,5000,Swiggy,2025-06-11,2,0,Cash,1,0,0,0,0.1261,0.0968,3,0,,0
EXP-01584,E034,Marketing,5561,Food,957.31,2000,Dmart,2025-07-05,5,1,Cash,1,0,0,0,0.4787,0.1721,7,1,Weekend Claim,0
EXP-01585,E035,Engineering,5099,Office Supplies,2067.99,5000,Flipkart,2025-07-12,5,1,Credit Card,1,0,0,0,0.4136,0.4056,5,1,Weekend Claim,0
EXP-01586,E036,Finance,9073,Travel,19385.45,15000,Ola,2025-07-05,5,1,UPI,0,0,0,1,1.2924,2.1366,17,4,Exceeds Policy Limit|Weekend Claim|Missing Receipt|Unusually Frequent,1
EXP-01587,E037,Operations,7847,Travel,6550.26,15000,Uber,2025-05-13,1,0,UPI,1,0,0,0,0.4367,0.8347,4,0,,0
EXP-01588,E038,Finance,7991,Food,1520.63,2000,OYO Rooms,2025-06-11,2,0,Cash,1,0,0,0,0.7603,0.1903,3,0,,0
EXP-01589,E039,HR,7056,Hotel,6192.89,8000,Dmart,2025-07-08,1,0,Cash,1,0,0,0,0.7741,0.8777,6,0,,0
EXP-01590,E040,Operations,4690,Entertainment,915.1,4000,Ola,2025-04-20,6,1,UPI,1,0,0,0,0.2288,0.1951,7,1,Weekend Claim,0
EXP-01591,E041,Sales,2502,Hotel,6483.02,8000,Zomato,2025-07-06,6,1,Cash,1,0,0,0,0.8104,2.5911,7,1,Weekend Claim,0
EXP-01592,E042,HR,6488,Food,251.39,2000,Dmart,2025-05-22,3,0,Cash,1,0,0,0,0.1257,0.0387,7,0,,0
EXP-01593,E043,Sales,9721,Fuel,633.9,3000,Uber,2025-06-27,4,0,Debit Card,1,0,0,0,0.2113,0.0652,5,0,,0
EXP-01594,E044,HR,9742,Office Supplies,3530.59,5000,MakeMyTrip,2025-07-05,5,1,UPI,1,0,0,0,0.7061,0.3624,7,1,Weekend Claim,0
EXP-01595,E045,Engineering,2563,Food,1078.23,2000,OYO Rooms,2025-07-12,5,1,Cash,1,0,0,0,0.5391,0.4207,6,1,Weekend Claim,0
EXP-01596,E046,Finance,3757,Office Supplies,2532.72,5000,Dmart,2025-06-18,2,0,Cash,0,0,0,0,0.5065,0.6741,8,1,Missing Receipt,1
EXP-01597,E047,Marketing,3678,Fuel,2355.4,3000,MakeMyTrip,2025-05-01,3,0,Debit Card,1,0,0,0,0.7851,0.6404,3,0,,0
EXP-01598,E048,Finance,8668,Travel,11661.47,15000,IRCTC,2025-05-13,1,0,Credit Card,0,0,0,0,0.7774,1.3453,18,2,Missing Receipt|Unusually Frequent,1
EXP-01599,E049,HR,5314,Food,959.12,2000,Swiggy,2025-05-29,3,0,UPI,1,0,0,0,0.4796,0.1805,5,0,,0
EXP-01600,E050,Sales,4729,Hotel,5871.35,8000,Amazon,2025-06-13,4,0,Debit Card,1,0,0,0,0.7339,1.2416,4,0,,0
EXP-01601,E001,Finance,2860,Travel,10766.17,15000,Ola,2025-04-19,5,1,Cash,1,0,0,0,0.7177,3.7644,5,1,Weekend Claim,0
EXP-01602,E002,Marketing,5092,Fuel,1174.2,3000,Swiggy,2025-05-01,3,0,Credit Card,1,0,0,0,0.3914,0.2306,4,0,,0
EXP-01603,E003,HR,7334,Travel,26534.99,15000,Flipkart,2025-05-05,0,0,Cash,0,1,0,1,1.769,3.6181,15,4,Exceeds Policy Limit|Missing Receipt|Receipt Mismatch|Unusually Frequent,1
EXP-01604,E004,Marketing,5171,Entertainment,6557.71,4000,Swiggy,2025-06-22,6,1,Debit Card,0,0,1,1,1.6394,1.2682,9,4,Exceeds Policy Limit|Weekend Claim|Missing Receipt|Duplicate Claim,1
EXP-01605,E005,HR,3685,Travel,24731.06,15000,OYO Rooms,2025-05-11,6,1,UPI,0,1,1,1,1.6487,6.7113,19,6,Exceeds Policy Limit|Weekend Claim|Missing Receipt|Receipt Mismatch|Duplicate Claim|Unusually Frequent,1
EXP-01606,E006,Finance,9581,Hotel,2182.97,8000,OYO Rooms,2025-05-14,2,0,Debit Card,1,0,0,0,0.2729,0.2278,1,0,,0
EXP-01607,E007,Finance,8420,Entertainment,2414.1,4000,Zomato,2025-06-15,6,1,UPI,1,0,0,0,0.6035,0.2867,1,1,Weekend Claim,0
EXP-01608,E008,Sales,6117,Hotel,4748.67,8000,OYO Rooms,2025-04-22,1,0,UPI,0,0,0,0,0.5936,0.7763,18,2,Missing Receipt|Unusually Frequent,1
EXP-01609,E009,Engineering,9728,Fuel,1504.32,3000,Dmart,2025-07-10,3,0,Credit Card,1,0,0,0,0.5014,0.1546,5,0,,0
EXP-01610,E010,Sales,4047,Travel,4633.89,15000,Dmart,2025-07-02,2,0,UPI,1,0,0,0,0.3089,1.145,4,0,,0
EXP-01611,E011,Operations,9101,Fuel,1018.92,3000,Swiggy,2025-05-24,5,1,Cash,1,0,0,0,0.3396,0.112,5,1,Weekend Claim,0
EXP-01612,E012,HR,3899,Office Supplies,938.92,5000,Dmart,2025-05-24,5,1,Credit Card,1,0,0,0,0.1878,0.2408,3,1,Weekend Claim,0
EXP-01613,E013,Engineering,5202,Travel,7228.75,15000,IRCTC,2025-05-25,6,1,UPI,1,0,0,0,0.4819,1.3896,4,1,Weekend Claim,0
EXP-01614,E014,Marketing,4888,Fuel,3997.31,3000,IRCTC,2025-05-27,1,0,Debit Card,1,0,1,1,1.3324,0.8178,15,3,Exceeds Policy Limit|Duplicate Claim|Unusually Frequent,1
EXP-01615,E015,Finance,2600,Entertainment,1056.38,4000,Uber,2025-06-05,3,0,Debit Card,1,0,0,0,0.2641,0.4063,2,0,,0
EXP-01616,E016,Sales,4041,Hotel,1019.12,8000,MakeMyTrip,2025-06-02,0,0,Debit Card,1,0,0,0,0.1274,0.2522,1,0,,0
EXP-01617,E017,Marketing,9041,Fuel,1618.91,3000,Swiggy,2025-06-10,1,0,Cash,1,0,0,0,0.5396,0.1791,7,0,,0
EXP-01618,E018,Finance,3478,Office Supplies,2852.44,5000,OYO Rooms,2025-05-07,2,0,UPI,1,0,0,0,0.5705,0.8201,7,0,,0
EXP-01619,E019,HR,8349,Food,825.04,2000,OYO Rooms,2025-06-14,5,1,Debit Card,1,0,0,0,0.4125,0.0988,5,1,Weekend Claim,0
EXP-01620,E020,Sales,5943,Travel,8063.5,15000,IRCTC,2025-05-26,0,0,Cash,1,0,0,0,0.5376,1.3568,4,0,,0
EXP-01621,E021,Operations,5461,Entertainment,1934.61,4000,Amazon,2025-05-13,1,0,Debit Card,1,0,0,0,0.4837,0.3543,7,0,,0
EXP-01622,E022,Finance,9989,Entertainment,2018.4,4000,Amazon,2025-05-11,6,1,Cash,0,0,0,0,0.5046,0.2021,9,2,Weekend Claim|Missing Receipt,1
EXP-01623,E023,Sales,8873,Food,1185.8,2000,Dmart,2025-06-14,5,1,Credit Card,1,0,0,0,0.5929,0.1336,5,1,Weekend Claim,0
EXP-01624,E024,Sales,3981,Travel,6790.83,15000,Flipkart,2025-05-22,3,0,Debit Card,1,0,0,0,0.4527,1.7058,1,0,,0
EXP-01625,E025,Operations,5798,Fuel,1291.72,3000,Amazon,2025-07-08,1,0,Cash,1,0,0,0,0.4306,0.2228,7,0,,0
EXP-01626,E026,Operations,8439,Fuel,535.72,3000,Dmart,2025-05-06,1,0,UPI,1,0,0,0,0.1786,0.0635,3,0,,0
EXP-01627,E027,Marketing,2337,Entertainment,2246.87,4000,Amazon,2025-05-31,5,1,Cash,1,0,0,0,0.5617,0.9614,3,1,Weekend Claim,0
EXP-01628,E028,Sales,8360,Hotel,3512.26,8000,Ola,2025-06-17,1,0,Cash,1,0,0,0,0.439,0.4201,7,0,,0
EXP-01629,E029,Finance,2492,Office Supplies,6192.22,5000,Dmart,2025-05-25,6,1,Credit Card,1,0,1,1,1.2384,2.4848,8,3,Exceeds Policy Limit|Weekend Claim|Duplicate Claim,1
EXP-01630,E030,Marketing,2064,Travel,8002.53,15000,Zomato,2025-04-13,6,1,UPI,0,1,0,0,0.5335,3.8772,15,4,Weekend Claim|Missing Receipt|Receipt Mismatch|Unusually Frequent,1
EXP-01631,E031,Engineering,7463,Food,461.98,2000,Uber,2025-05-21,2,0,Debit Card,1,0,0,0,0.231,0.0619,4,0,,0
EXP-01632,E032,HR,7618,Travel,7156.98,15000,MakeMyTrip,2025-05-05,0,0,Cash,1,0,0,0,0.4771,0.9395,6,0,,0
EXP-01633,E033,HR,6514,Office Supplies,4037.59,5000,Zomato,2025-05-20,1,0,Debit Card,1,0,0,0,0.8075,0.6198,2,0,,0
EXP-01634,E034,Marketing,5561,Food,1110.08,2000,IRCTC,2025-04-29,1,0,Debit Card,1,0,0,0,0.555,0.1996,6,0,,0
EXP-01635,E035,Engineering,5099,Travel,3162.15,15000,Uber,2025-05-27,1,0,Debit Card,1,0,0,0,0.2108,0.6202,2,0,,0
EXP-01636,E036,Finance,9073,Entertainment,4144.29,4000,Flipkart,2025-06-29,6,1,Cash,1,1,1,0,1.0361,0.4568,10,4,Exceeds Policy Limit|Weekend Claim|Receipt Mismatch|Duplicate Claim,1
EXP-01637,E037,Operations,7847,Hotel,4491.29,8000,OYO Rooms,2025-06-30,0,0,Cash,1,0,0,0,0.5614,0.5724,1,0,,0
EXP-01638,E038,Finance,7991,Travel,1566.69,15000,Flipkart,2025-07-02,2,0,Cash,1,0,0,0,0.1044,0.1961,6,0,,0
EXP-01639,E039,HR,7056,Entertainment,3340.16,4000,Zomato,2025-07-04,4,0,Cash,1,0,0,0,0.835,0.4734,5,0,,0
EXP-01640,E040,Operations,4690,Food,360.95,2000,Zomato,2025-06-08,6,1,Debit Card,1,0,0,0,0.1805,0.077,2,1,Weekend Claim,0
EXP-01641,E041,Sales,2502,Office Supplies,3074.7,5000,Zomato,2025-06-12,3,0,Debit Card,1,0,0,0,0.6149,1.2289,4,0,,0
EXP-01642,E042,HR,6488,Travel,11215.24,15000,IRCTC,2025-06-24,1,0,Credit Card,1,0,0,0,0.7477,1.7286,7,0,,0
EXP-01643,E043,Sales,9721,Hotel,5489.14,8000,Dmart,2025-07-03,3,0,Debit Card,1,0,0,0,0.6861,0.5647,4,0,,0
EXP-01644,E044,HR,9742,Travel,4588.63,15000,Uber,2025-04-20,6,1,UPI,1,0,0,0,0.3059,0.471,2,1,Weekend Claim,0
EXP-01645,E045,Engineering,2563,Office Supplies,3781.7,5000,Amazon,2025-06-04,2,0,Debit Card,1,0,0,0,0.7563,1.4755,6,0,,0
EXP-01646,E046,Finance,3757,Food,3378.22,2000,Amazon,2025-05-24,5,1,Credit Card,0,0,0,1,1.6891,0.8992,8,3,Exceeds Policy Limit|Weekend Claim|Missing Receipt,1
EXP-01647,E047,Marketing,3678,Entertainment,1676.69,4000,Zomato,2025-04-20,6,1,Credit Card,1,0,0,0,0.4192,0.4559,1,1,Weekend Claim,0
EXP-01648,E048,Finance,8668,Travel,25212.88,15000,Flipkart,2025-04-30,2,0,Credit Card,0,0,1,1,1.6809,2.9087,19,4,Exceeds Policy Limit|Missing Receipt|Duplicate Claim|Unusually Frequent,1
EXP-01649,E049,HR,5314,Food,1030.14,2000,Swiggy,2025-07-04,4,0,Debit Card,1,0,0,0,0.5151,0.1939,4,0,,0
EXP-01650,E050,Sales,4729,Food,968.87,2000,Swiggy,2025-06-11,2,0,Debit Card,1,0,0,0,0.4844,0.2049,1,0,,0
EXP-01651,E001,Finance,2860,Office Supplies,2595.24,5000,Amazon,2025-06-18,2,0,Credit Card,1,0,0,0,0.519,0.9074,7,0,,0
EXP-01652,E002,Marketing,5092,Office Supplies,4166.42,5000,Dmart,2025-07-03,3,0,Debit Card,1,0,0,0,0.8333,0.8182,4,0,,0
EXP-01653,E003,HR,7334,Office Supplies,8016.34,5000,Uber,2025-06-22,6,1,Credit Card,1,0,1,1,1.6033,1.093,12,3,Exceeds Policy Limit|Weekend Claim|Duplicate Claim,1
EXP-01654,E004,Marketing,5171,Entertainment,2198.25,4000,Swiggy,2025-05-04,6,1,Cash,1,0,0,0,0.5496,0.4251,8,1,Weekend Claim,1
EXP-01655,E005,HR,3685,Food,3131.75,2000,OYO Rooms,2025-05-20,1,0,UPI,1,0,0,1,1.5659,0.8499,15,2,Exceeds Policy Limit|Unusually Frequent,1
EXP-01656,E006,Finance,9581,Office Supplies,655.62,5000,Dmart,2025-05-25,6,1,UPI,1,0,0,0,0.1311,0.0684,2,1,Weekend Claim,0
EXP-01657,E007,Finance,8420,Hotel,5799.65,8000,Ola,2025-06-26,3,0,Debit Card,1,0,0,0,0.725,0.6888,2,0,,0
EXP-01658,E008,Sales,6117,Entertainment,2695.84,4000,Flipkart,2025-06-22,6,1,Cash,0,1,0,0,0.674,0.4407,19,4,Weekend Claim|Missing Receipt|Receipt Mismatch|Unusually Frequent,1
EXP-01659,E009,Engineering,9728,Entertainment,1591.68,4000,IRCTC,2025-06-20,4,0,UPI,1,0,0,0,0.3979,0.1636,2,0,,0
EXP-01660,E010,Sales,4047,Hotel,1044.71,8000,MakeMyTrip,2025-04-29,1,0,Credit Card,1,0,0,0,0.1306,0.2581,7,0,,0
EXP-01661,E011,Operations,9101,Food,1612.45,2000,Uber,2025-06-23,0,0,Cash,1,0,0,0,0.8062,0.1772,6,0,,0
EXP-01662,E012,HR,3899,Office Supplies,3544.3,5000,IRCTC,2025-05-14,2,0,Cash,1,0,0,0,0.7089,0.909,4,0,,0
EXP-01663,E013,Engineering,5202,Entertainment,1160.19,4000,Flipkart,2025-07-03,3,0,Cash,1,0,0,0,0.29,0.223,4,0,,0
EXP-01664,E014,Marketing,4888,Food,3704.94,2000,MakeMyTrip,2025-06-12,3,0,Credit Card,0,0,0,1,1.8525,0.758,14,3,Exceeds Policy Limit|Missing Receipt|Unusually Frequent,1
EXP-01665,E015,Finance,2600,Office Supplies,1767.39,5000,Swiggy,2025-06-01,6,1,Credit Card,1,0,0,0,0.3535,0.6798,2,1,Weekend Claim,0
EXP-01666,E016,Sales,4041,Food,1300.43,2000,Amazon,2025-04-30,2,0,Debit Card,1,0,0,0,0.6502,0.3218,6,0,,0
EXP-01667,E017,Marketing,9041,Hotel,4472.95,8000,OYO Rooms,2025-06-28,5,1,UPI,1,0,0,0,0.5591,0.4947,5,1,Weekend Claim,0
EXP-01668,E018,Finance,3478,Office Supplies,3770.4,5000,Uber,2025-05-17,5,1,UPI,1,0,0,0,0.7541,1.0841,1,1,Weekend Claim,0
EXP-01669,E019,HR,8349,Fuel,2036.04,3000,Swiggy,2025-05-07,2,0,Cash,1,0,0,0,0.6787,0.2439,4,0,,0
EXP-01670,E020,Sales,5943,Food,482.55,2000,IRCTC,2025-04-27,6,1,Credit Card,1,0,0,0,0.2413,0.0812,2,1,Weekend Claim,0
EXP-01671,E021,Operations,5461,Office Supplies,3542.11,5000,Uber,2025-05-08,3,0,UPI,1,0,0,0,0.7084,0.6486,1,0,,0
EXP-01672,E022,Finance,9989,Office Supplies,4046.91,5000,Uber,2025-06-02,0,0,Debit Card,0,0,1,0,0.8094,0.4051,15,3,Missing Receipt|Duplicate Claim|Unusually Frequent,1
EXP-01673,E023,Sales,8873,Food,796.59,2000,MakeMyTrip,2025-06-07,5,1,UPI,1,0,0,0,0.3983,0.0898,5,1,Weekend Claim,0
EXP-01674,E024,Sales,3981,Office Supplies,3196.92,5000,IRCTC,2025-05-18,6,1,Cash,1,0,0,0,0.6394,0.803,2,1,Weekend Claim,0
EXP-01675,E025,Operations,5798,Fuel,862.5,3000,Uber,2025-05-09,4,0,UPI,1,0,0,0,0.2875,0.1488,5,0,,0
EXP-01676,E026,Operations,8439,Fuel,867.63,3000,Dmart,2025-06-18,2,0,Cash,1,0,0,0,0.2892,0.1028,1,0,,0
EXP-01677,E027,Marketing,2337,Food,1389.95,2000,IRCTC,2025-06-19,3,0,Debit Card,1,0,0,0,0.695,0.5948,2,0,,0
EXP-01678,E028,Sales,8360,Food,497.56,2000,Ola,2025-05-08,3,0,Credit Card,1,0,0,0,0.2488,0.0595,2,0,,0
EXP-01679,E029,Finance,2492,Entertainment,6359.05,4000,Zomato,2025-06-04,2,0,Credit Card,1,0,0,1,1.5898,2.5518,17,2,Exceeds Policy Limit|Unusually Frequent,1
EXP-01680,E030,Marketing,2064,Fuel,5080.62,3000,Ola,2025-06-09,0,0,UPI,1,0,1,1,1.6935,2.4615,13,3,Exceeds Policy Limit|Duplicate Claim|Unusually Frequent,1
EXP-01681,E031,Engineering,7463,Hotel,2801.07,8000,Swiggy,2025-06-29,6,1,Credit Card,1,0,0,0,0.3501,0.3753,4,1,Weekend Claim,0
EXP-01682,E032,HR,7618,Food,1480.92,2000,Amazon,2025-05-05,0,0,Debit Card,1,0,0,0,0.7405,0.1944,1,0,,0
EXP-01683,E033,HR,6514,Entertainment,2966.22,4000,MakeMyTrip,2025-06-18,2,0,Credit Card,1,0,0,0,0.7416,0.4554,6,0,,0
EXP-01684,E034,Marketing,5561,Fuel,749.71,3000,Swiggy,2025-04-17,3,0,Debit Card,1,0,0,0,0.2499,0.1348,7,0,,0
EXP-01685,E035,Engineering,5099,Office Supplies,521.64,5000,Flipkart,2025-05-12,0,0,UPI,1,0,0,0,0.1043,0.1023,1,0,,0
EXP-01686,E036,Finance,9073,Food,1000.06,2000,Zomato,2025-04-30,2,0,Cash,1,0,0,0,0.5,0.1102,11,0,,0
EXP-01687,E037,Operations,7847,Fuel,2197.15,3000,IRCTC,2025-07-10,3,0,Debit Card,1,0,0,0,0.7324,0.28,3,0,,0
EXP-01688,E038,Finance,7991,Entertainment,3279.75,4000,MakeMyTrip,2025-05-10,5,1,UPI,1,0,0,0,0.8199,0.4104,6,1,Weekend Claim,0
EXP-01689,E039,HR,7056,Fuel,1648.41,3000,MakeMyTrip,2025-04-29,1,0,Credit Card,1,0,0,0,0.5495,0.2336,3,0,,0
EXP-01690,E040,Operations,4690,Entertainment,1903.36,4000,Swiggy,2025-04-21,0,0,Debit Card,1,0,0,0,0.4758,0.4058,3,0,,0
EXP-01691,E041,Sales,2502,Entertainment,3126.75,4000,Swiggy,2025-06-13,4,0,Cash,1,0,0,0,0.7817,1.2497,5,0,,0
EXP-01692,E042,HR,6488,Hotel,2776.5,8000,Swiggy,2025-06-22,6,1,UPI,1,0,0,0,0.3471,0.4279,3,1,Weekend Claim,0
EXP-01693,E043,Sales,9721,Entertainment,782.5,4000,Swiggy,2025-05-15,3,0,Debit Card,1,0,0,0,0.1956,0.0805,2,0,,0
EXP-01694,E044,HR,9742,Travel,4778.07,15000,Swiggy,2025-06-10,1,0,Cash,1,0,0,0,0.3185,0.4905,6,0,,0
EXP-01695,E045,Engineering,2563,Fuel,1471.86,3000,Flipkart,2025-07-04,4,0,Credit Card,1,0,0,0,0.4906,0.5743,3,0,,0
EXP-01696,E046,Finance,3757,Food,3635.53,2000,Amazon,2025-06-01,6,1,Debit Card,0,1,0,1,1.8178,0.9677,18,5,Exceeds Policy Limit|Weekend Claim|Missing Receipt|Receipt Mismatch|Unusually Frequent,1
EXP-01697,E047,Marketing,3678,Food,1243.23,2000,OYO Rooms,2025-06-11,2,0,Debit Card,1,0,0,0,0.6216,0.338,7,0,,0
EXP-01698,E048,Finance,8668,Office Supplies,7904.74,5000,Swiggy,2025-05-17,5,1,UPI,0,0,0,1,1.5809,0.9119,19,4,Exceeds Policy Limit|Weekend Claim|Missing Receipt|Unusually Frequent,1
EXP-01699,E049,HR,5314,Fuel,1103.11,3000,IRCTC,2025-06-19,3,0,UPI,1,0,0,0,0.3677,0.2076,1,0,,0
EXP-01700,E050,Sales,4729,Fuel,1320.95,3000,Swiggy,2025-07-01,1,0,UPI,1,0,0,0,0.4403,0.2793,3,0,,0
EXP-01701,E001,Finance,2860,Travel,2003.45,15000,Amazon,2025-07-05,5,1,Debit Card,1,0,0,0,0.1336,0.7005,5,1,Weekend Claim,0
EXP-01702,E002,Marketing,5092,Food,633.77,2000,Uber,2025-06-20,4,0,Cash,1,0,0,0,0.3169,0.1245,5,0,,0
EXP-01703,E003,HR,7334,Entertainment,2052.18,4000,OYO Rooms,2025-05-07,2,0,Credit Card,0,0,0,0,0.513,0.2798,11,1,Missing Receipt,1
EXP-01704,E004,Marketing,5171,Entertainment,7353.05,4000,Ola,2025-06-04,2,0,Credit Card,1,0,0,1,1.8383,1.422,9,1,Exceeds Policy Limit,1
EXP-01705,E005,HR,3685,Office Supplies,7935.23,5000,MakeMyTrip,2025-04-27,6,1,Cash,1,1,0,1,1.587,2.1534,11,3,Exceeds Policy Limit|Weekend Claim|Receipt Mismatch,1
EXP-01706,E006,Finance,9581,Office Supplies,3674.5,5000,Dmart,2025-05-05,0,0,UPI,1,0,0,0,0.7349,0.3835,5,0,,0
EXP-01707,E007,Finance,8420,Fuel,2281.5,3000,Zomato,2025-07-09,2,0,Debit Card,1,0,0,0,0.7605,0.271,3,0,,0
EXP-01708,E008,Sales,6117,Office Supplies,5949.69,5000,Zomato,2025-05-21,2,0,UPI,0,0,0,1,1.1899,0.9726,15,3,Exceeds Policy Limit|Missing Receipt|Unusually Frequent,1
EXP-01709,E009,Engineering,9728,Hotel,6108.05,8000,Ola,2025-05-11,6,1,Cash,1,0,0,0,0.7635,0.6279,5,1,Weekend Claim,0
EXP-01710,E010,Sales,4047,Hotel,1245.99,8000,Swiggy,2025-04-27,6,1,Cash,1,0,0,0,0.1557,0.3079,6,1,Weekend Claim,0
EXP-01711,E011,Operations,9101,Food,706.57,2000,MakeMyTrip,2025-04-28,0,0,Cash,1,0,0,0,0.3533,0.0776,7,0,,0
EXP-01712,E012,HR,3899,Hotel,5098.86,8000,Amazon,2025-05-20,1,0,Credit Card,1,0,0,0,0.6374,1.3077,5,0,,0
EXP-01713,E013,Engineering,5202,Fuel,2496.03,3000,Zomato,2025-07-14,0,0,Debit Card,1,0,0,0,0.832,0.4798,6,0,,0
EXP-01714,E014,Marketing,4888,Office Supplies,4161.57,5000,Swiggy,2025-07-13,6,1,Debit Card,0,0,0,0,0.8323,0.8514,13,3,Weekend Claim|Missing Receipt|Unusually Frequent,1
EXP-01715,E015,Finance,2600,Hotel,2886.43,8000,Dmart,2025-05-22,3,0,Debit Card,1,0,0,0,0.3608,1.1102,1,0,,0
EXP-01716,E016,Sales,4041,Office Supplies,3455.45,5000,OYO Rooms,2025-05-17,5,1,Debit Card,1,0,0,0,0.6911,0.8551,3,1,Weekend Claim,0
EXP-01717,E017,Marketing,9041,Food,1230.15,2000,Swiggy,2025-06-19,3,0,Credit Card,1,0,0,0,0.6151,0.1361,7,0,,0
EXP-01718,E018,Finance,3478,Entertainment,2527.89,4000,Swiggy,2025-06-22,6,1,UPI,1,0,0,0,0.632,0.7268,4,1,Weekend Claim,0
EXP-01719,E019,HR,8349,Food,1408.37,2000,Uber,2025-06-14,5,1,Debit Card,1,0,0,0,0.7042,0.1687,2,1,Weekend Claim,0
EXP-01720,E020,Sales,5943,Food,275.1,2000,IRCTC,2025-04-30,2,0,Cash,1,0,0,0,0.1376,0.0463,4,0,,0
EXP-01721,E021,Operations,5461,Food,1046.19,2000,Ola,2025-05-26,0,0,Credit Card,1,0,0,0,0.5231,0.1916,6,0,,0
EXP-01722,E022,Finance,9989,Fuel,4959.53,3000,Swiggy,2025-05-06,1,0,Credit Card,1,0,1,1,1.6532,0.4965,15,3,Exceeds Policy Limit|Duplicate Claim|Unusually Frequent,1
EXP-01723,E023,Sales,8873,Food,708.7,2000,Amazon,2025-04-22,1,0,Cash,1,0,0,0,0.3543,0.0799,5,0,,0
EXP-01724,E024,Sales,3981,Travel,9678.52,15000,Flipkart,2025-04-21,0,0,UPI,1,0,0,0,0.6452,2.4312,7,0,,0
EXP-01725,E025,Operations,5798,Hotel,4037.7,8000,Swiggy,2025-07-12,5,1,UPI,1,0,0,0,0.5047,0.6964,7,1,Weekend Claim,0
EXP-01726,E026,Operations,8439,Hotel,2564.02,8000,MakeMyTrip,2025-06-18,2,0,Cash,1,0,0,0,0.3205,0.3038,7,0,,0
EXP-01727,E027,Marketing,2337,Food,218.89,2000,Amazon,2025-06-25,2,0,Cash,1,0,0,0,0.1094,0.0937,4,0,,0
EXP-01728,E028,Sales,8360,Entertainment,660.59,4000,Zomato,2025-05-23,4,0,Credit Card,1,0,0,0,0.1651,0.079,1,0,,0
EXP-01729,E029,Finance,2492,Travel,20069.46,15000,IRCTC,2025-07-10,3,0,Cash,0,0,0,1,1.338,8.0536,12,2,Exceeds Policy Limit|Missing Receipt,1
EXP-01730,E030,Marketing,2064,Food,1313.95,2000,Ola,2025-06-18,2,0,Credit Card,1,0,0,0,0.657,0.6366,11,0,,0
EXP-01731,E031,Engineering,7463,Food,1586.99,2000,Flipkart,2025-06-03,1,0,Cash,1,0,0,0,0.7935,0.2126,1,0,,0
EXP-01732,E032,HR,7618,Entertainment,1292.48,4000,Amazon,2025-06-01,6,1,Debit Card,1,0,0,0,0.3231,0.1697,6,1,Weekend Claim,0
